movie_id,title,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,primary_genre,trailer_views,trailer_likes,trailer_comments,trailer_popularity_index,interaction_rate,engagement_velocity,release_month,youtube_sentiment,sentiment_volatility,trend_momentum,num_cast_members,avg_cast_popularity,max_cast_popularity,star_power_score,num_directors,avg_director_popularity,max_director_popularity,director_experience_score,num_composers,avg_composer_popularity,max_composer_popularity,music_prestige_score,wikipedia_worldwide_box_office,wikipedia_budget,overview,success_class,is_franchise,is_sequel,budget_tier,genre_avg_revenue,description_length,hype_score,budget_popularity_ratio,vote_power
83533,Avatar: Fire and Ash,350000000,1439133850.0,198,142.0741,7.294,1737,2025-12-17,Science Fiction,6442359,290504,9698,6.442359,0.045092799081827,214745.3,12,0.16675,0.4731424211738847,1.717557251908397,10.0,4.1403,8.3367,20.3072,1.0,3.9533,3.9533,3.9533,1.0,0.5106,0.5106,0.5106,1439133850.0,350000000,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",Hit,1,0,5,356661892.0384687,65,399.28682000000003,0.4059259999999999,12669.678
1271895,96 Minutes,0,0.0,117,123.0314,5.6,38,2025-09-05,Action,3152184,114010,22918,3.152184,0.0361685739157358,105072.8,9,0.06514,0.4004894338440025,4.011450381679389,10.0,1.19221,1.6825,4.8149,1.0,0.8921,0.8921,0.8921,0.0,0.0,0.0,0.0,0.0,0,"Former bomb disposal expert, Song Kang-Ren, and his fiancée, Huang Xin, board a high-speed train that contains a bomb. At the same time, Liu Kai, a well-known physics teacher who was involved in an affair scandal, also boards this same train in order to win back his wife, Ting Juan, who took the prior high-speed rail to return home in frustration…  After all, can the bomb be successfully defused this time? and resolve the crisis?",Unknown,0,0,0,485598527.2126803,75,182.47926,0.0,212.8
1584215,The Internship,0,0.0,91,118.8093,6.151,43,2026-01-13,Action,1105466,30795,9232,1.105466,0.0278570304287965,36848.86666666667,1,0.2767,0.4586086767248816,28.083969465648856,10.0,1.3889500000000001,3.4228,8.7036,1.0,1.6323,1.6323,1.6323,1.0,0.9669,0.9669,0.9669,0.0,0,"A CIA-trained assassin recruits other graduates from her secret childhood program, The Internship, to violently destroy the organization. The CIA fights back with deadly force.",Unknown,0,0,0,485598527.2126803,25,77.53545,0.0,264.493
755898,War of the Worlds,10000000,0.0,91,114.7334,4.221,884,2025-07-29,Science Fiction,1660591,54380,2834,1.660591,0.0327473772891699,55353.03333333333,7,0.219902,0.5267176847075419,6.919847328244275,10.0,1.91235,3.2738,8.787700000000001,1.0,0.3045,0.3045,0.3045,1.0,0.5759,0.5759,0.5759,0.0,10000000,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",Flop,0,0,1,356661892.0384687,46,106.28993,11.47334,3731.364
1426964,State of Fear,0,0.0,103,105.9388,1.0,2,2026-02-10,Action,820765,32446,1061,0.820765,0.0395314127673572,27358.833333333332,2,-0.1060666666666666,0.7239962039495327,34.63358778625954,10.0,1.29542,2.8162,7.526999999999999,1.0,1.1366,1.1366,1.1366,1.0,0.584,0.584,0.584,0.0,0,"As São Paulo erupts in an unprecedented wave of violence, a lawyer with underworld ties must strike a deal with the police to rescue her kidnapped niece.",Unknown,0,0,0,485598527.2126803,27,72.43728999999999,0.0,2.0
858024,Hamnet,35000000,70561705.0,126,104.8253,7.8,449,2025-11-26,Drama,3918843,175543,12430,3.918843,0.0447945988139866,130628.1,11,0.294452,0.6120110220562758,3.0267175572519083,10.0,2.5007,8.4816,15.5725,1.0,3.7961,3.7961,3.7961,1.0,0.5877,0.5877,0.5877,70561705.0,35000000,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",Average,0,0,1,225615554.30780756,16,246.62802,2.9950085714285715,3502.2
1306368,The Rip,100000000,0.0,113,103.1158,7.042,1134,2026-01-13,Action,1099084,22536,2908,1.099084,0.0205043472564426,36636.13333333333,1,0.239814,0.4304271428595135,4.038167938931298,10.0,4.05313,8.6385,23.1046,1.0,1.2191,1.2191,1.2191,1.0,0.5587,0.5587,0.5587,0.0,100000000,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",Flop,0,0,3,485598527.2126803,25,65.59558,1.031158,7985.628
1234731,Anaconda,45000000,131454208.0,100,99.4995,5.815,556,2025-12-24,Adventure,1085590,32190,9294,1.08559,0.0296520785932073,36186.333333333336,12,0.300748,0.4251247755563497,24.68702290076336,10.0,3.04785,8.0061,14.924,1.0,1.6285,1.6285,1.6285,1.0,0.7805,0.7805,0.7805,131454208.0,45000000,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",Average,0,0,1,714705083.7169812,40,73.45175,2.2111,3233.1400000000003
1043197,Dust Bunny,0,928164.0,106,92.0337,6.7,164,2025-12-11,Fantasy,1832494,42284,6561,1.832494,0.023074563954916,61083.13333333333,12,0.367718,0.4140707672386843,5.209923664122138,10.0,2.01315,4.5318,12.149,1.0,1.2314,1.2314,1.2314,1.0,0.6555,0.6555,0.6555,928164.0,0,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",Unknown,0,0,0,446891229.21428573,36,88.38305,0.0,1098.8
1167307,David,60900000,83092325.0,109,91.2325,8.044,80,2025-12-14,Animation,3466737,170837,9868,3.466737,0.0492789040530043,115557.9,12,0.398534,0.4636776477956492,63.4236641221374,10.0,0.4450799999999999,1.9106,3.0058000000000002,2.0,0.4769,0.5804,0.9538,1.0,2.3194,2.3194,2.3194,83092325.0,60900000,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",Average,0,0,2,531942170.04615384,77,232.95412000000002,1.4980706075533663,643.52
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,20000000,724279886.0,156,80.1372,7.687,700,2025-07-18,Animation,483655,17587,2934,0.483655,0.0363626965502269,16121.833333333334,7,0.072354,0.5186453250024903,4.694656488549619,10.0,2.83226,4.013,11.2675,1.0,0.8586,0.8586,0.8586,2.0,0.62445,0.7385,1.2489,724279886.0,20000000,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",Hit,1,0,1,531942170.04615384,33,47.16471,4.0068600000000005,5380.900000000001
1290821,Shelter,50000000,26786795.0,107,79.5575,7.6,40,2026-01-28,Action,2750670,95691,8273,2.75067,0.0347882515896127,91689.0,1,0.316662,0.409133782765491,71.20610687022901,10.0,4.137840000000001,24.4585,34.6791,1.0,1.5395,1.5395,1.5395,1.0,0.5292,0.5292,0.5292,26786795.0,50000000,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",Flop,0,0,2,485598527.2126803,39,147.10495,1.59115,304.0
1198984,We Bury the Dead,0,3745163.0,95,78.9638,6.111,81,2026-01-01,Horror,3121137,89078,9320,3.121137,0.0285402403034535,104037.9,1,0.155886,0.5752676260982663,2.5381679389312977,10.0,1.35027,3.1062,8.401299999999999,1.0,0.9852,0.9852,0.9852,1.0,0.0973,0.0973,0.0973,3745163.0,0,"After a catastrophic military disaster, the dead don't just rise—they hunt. The military insists they are harmless and slow-moving, offering hope to grieving families. But when Ava enters a quarantine zone searching for her missing husband, she uncovers the horrifying truth: the undead are growing more violent, more relentless, and more dangerous with every passing hour.",Unknown,0,0,0,146676588.80815342,56,144.05951,0.0,494.991
1198994,Send Help,40000000,53739748.0,113,74.208,7.0,231,2026-01-22,Horror,2233609,92694,11017,2.233609,0.0414996536994612,74453.63333333333,1,0.289692,0.4162816289827974,3.603053435114504,10.0,2.2992299999999997,6.6976,15.027000000000001,1.0,3.4794,3.4794,3.4794,1.0,1.1925,1.1925,1.1925,53739748.0,40000000,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",Average,0,0,1,146676588.80815342,42,137.52349,1.8552,1617.0
1316092,“Wuthering Heights”,80000000,0.0,136,71.9539,7.9,29,2026-02-11,Drama,1907554,88031,11398,1.907554,0.0461486280335969,63585.13333333333,2,0.115724,0.5291436819493726,0.6450381679389313,10.0,5.05778,17.1246,35.253,1.0,5.3721,5.3721,5.3721,1.0,1.8556,1.8556,1.8556,0.0,80000000,"Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",Flop,0,0,2,225615554.30780756,19,128.72171,0.8994237500000001,229.1
1528660,Holy Ghost,0,0.0,100,71.6354,6.286,7,2025-08-11,Horror,2337141,59219,17403,2.337141,0.0253382230682701,77904.7,8,-0.0014977272727272,0.4808162238917332,29.053435114503817,10.0,0.31356,0.773,1.7658,1.0,0.6987,0.6987,0.6987,0.0,0.0,0.0,0.0,0.0,0,"A kidnapped girl in Augusta claims her rescuer was Jim, a deceased cop. Detective Wells probes the case as another child vanishes, revealing old murders and raising questions about a ghostly presence.",Unknown,0,0,0,146676588.80815342,32,104.08803,0.0,44.001999999999995
1242501,Icefall,0,0.0,99,68.6463,6.388,121,2025-10-16,Action,1418448,65006,11120,1.418448,0.0458289623588598,47281.6,10,0.038166,0.3852264728066081,6.534351145038168,10.0,2.17287,4.8663,11.0722,1.0,1.0137,1.0137,1.0137,1.0,0.2495,0.2495,0.2495,0.0,0,"A young Indigenous game warden arrests an infamous poacher only to discover that the poacher knows the location of a plane carrying millions of dollars that has crashed in a frozen lake. When a group of criminals and dirty cops are alerted to the poacher’s whereabouts, the warden and the poacher team up to fight back and escape across the treacherous lake before the ice melts.",Unknown,0,0,0,485598527.2126803,66,99.90537,0.0,772.948
991494,The SpongeBob Movie: Search for SquarePants,64000000,163197450.0,88,67.4852,6.7,185,2025-12-16,Animation,2000249,65561,10839,2.000249,0.0327764193357926,66674.96666666666,12,0.0,0.0,2.812977099236641,10.0,1.9252699999999998,4.8005,10.013200000000001,1.0,1.1184,1.1184,1.1184,1.0,0.528,0.528,0.528,163197450.0,64000000,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",Average,1,0,2,531942170.04615384,49,105.99405000000002,1.05445625,1239.5
1212742,The Rule of Jenny Pen,0,422256.0,104,63.6759,6.037,123,2025-03-07,Horror,2520271,106937,14142,2.520271,0.0424307544704517,84009.03333333334,3,0.3617479999999999,0.4748796815349062,4.034351145038168,10.0,1.17097,3.1189,7.7217,1.0,1.535,1.535,1.535,1.0,0.3654,0.3654,0.3654,422256.0,0,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences.",Unknown,0,0,0,146676588.80815342,1,151.36548,0.0,742.551
1194388,The Shadow,0,0.0,93,63.3016,0.0,0,2024-10-18,Crime,1271013,53873,11600,1.271013,0.0423858764623178,42367.1,10,0.33171,0.4346437688686294,26.740458015267176,10.0,0.40409999999999996,1.2452,2.3836,1.0,0.8255,0.8255,0.8255,1.0,0.2226,0.2226,0.2226,0.0,0,"Juhan Liiv, a struggling poet and an unlikely detective, solves gruesome murder cases in Estonia, the Wild West of the crumbling Russian Empire in the 1890s. Investigations take him to miserable dwellings of the local Estonian peasants, luxurious castles of German nobility that have sworn allegiance to the Czar, and to the depths of ancient forests where witchcraft is still practiced. Juhan is fighting crime and his own inner demons. He is considered mad and pronounced crazy. But by standing for justice and truth, at the end of the day, he is the sanest of them all.",Unknown,0,0,0,391164052.4444444,1,85.57361,0.0,0.0
425274,Now You See Me: Now You Don't,90000000,239845830.0,113,60.9876,6.547,1026,2025-11-12,Thriller,1989873,73055,12360,1.989873,0.0367133982922528,66329.1,11,0.201044,0.4609234520359478,4.576335877862595,10.0,4.55284,10.6408,23.3816,1.0,1.2003,1.2003,1.2003,1.0,1.7784,1.7784,1.7784,239845830.0,90000000,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",Average,1,0,2,127961072.773475,48,112.27601000000001,0.67764,6717.222
24428,The Avengers,220000000,1518815515.0,143,59.5548,7.938,35803,2012-04-25,Science Fiction,397454,14158,572,0.397454,0.0356217323262566,13248.466666666667,4,0.219968,0.3817632220769992,35.274809160305345,10.0,6.25146,16.136,30.5305,1.0,2.0513,2.0513,2.0513,1.0,0.8375,0.8375,0.8375,1518815515.0,220000000,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Hit,1,0,4,356661892.0384687,47,71.80197999999999,0.2707036363636363,284204.214
1373198,Twisted,93,0.0,93,55.9501,4.478,23,2026-02-06,Horror,657788,21341,1859,0.657788,0.0324435836470108,21926.266666666663,2,0.208402,0.478455806711038,39.93893129770992,10.0,1.7180699999999998,6.1267,11.6641,1.0,0.9118,0.9118,0.9118,1.0,2.6086,2.6086,2.6086,0.0,93,Two millennials make quick money by leasing incredible New York City apartments they don’t own to people who don’t know they are being scammed. The con works brilliantly until they run into an apartment owner with a dark secret who flips the game on them.,Flop,0,0,0,146676588.80815342,45,44.726910000000004,601613.9784946237,102.994
1454741,The Confession,0,0.0,87,55.3392,5.524,21,2026-01-08,Horror,1120244,45842,1469,1.120244,0.0409214421143965,37341.46666666667,1,0.2339,0.6483705075032331,11.97709923664122,10.0,1.07706,2.2801,5.3329,1.0,0.3818,0.3818,0.3818,1.0,0.8628,0.8628,0.8628,0.0,0,"A woman finds her late father’s tape confessing to murder tied to an evil force—now her son shows the same darkness, and she must fight to stop it.",Unknown,0,0,0,146676588.80815342,1,73.66720000000001,0.0,116.004
1466115,Even If This Love Disappears Tonight,0,5516015.0,106,55.1614,8.09,39,2025-12-24,Romance,2260644,103869,12440,2.260644,0.0459466417534118,75354.8,12,-0.0109839999999999,0.5897577511528763,1.816793893129771,10.0,1.03153,2.0322,5.0636,1.0,0.8243,0.8243,0.8243,1.0,0.2798,0.2798,0.2798,5516015.0,0,"A high school girl wakes up each day with no memory of yesterday. When she agrees to date a shy classmate, can their love grow with every new beginning?",Unknown,0,0,0,49754470.57930996,1,143.06286,0.0,315.51
1252037,The Tank,0,0.0,117,51.9861,7.061,322,2025-09-18,War,1737775,35914,15429,1.737775,0.0206666570758584,57925.833333333336,9,0.110248,0.4935824217258296,41.12213740458015,10.0,0.82147,1.9285,4.2273,1.0,2.6302,2.6302,2.6302,1.0,0.2939,0.2939,0.2939,0.0,0,"A German Tiger tank crew is sent on a dangerous mission to rescue the missing officer Paul von Hardenburg from a top-secret bunker behind enemy lines. As they make their way through the lethal no-man's land, they must confront not only the enemy, but also their own fears and inner demons. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becomes a journey into the heart of darkness.",Unknown,0,0,0,345436451.6,67,69.20958,0.0,2273.642
7451,xXx,70000000,277448382.0,124,51.2123,5.978,4781,2002-08-09,Action,1460409,68259,12236,1.460409,0.0467396462223938,48680.3,8,0.26537,0.4296116904738938,68.90839694656489,10.0,3.3311299999999995,10.5545,21.1594,1.0,0.85,0.85,0.85,1.0,0.3265,0.3265,0.3265,277448382.0,70000000,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",Hit,0,0,2,485598527.2126803,52,103.00778,0.7316042857142857,28580.818
1548113,The Muppet Show,0,0.0,32,51.1528,7.018,55,2026-02-03,Comedy,608754,24336,1296,0.608754,0.0399767393725544,20291.8,2,0.298758,0.4033218100793885,4.625954198473282,10.0,2.87813,17.2697,23.6396,1.0,0.4964,0.4964,0.4964,2.0,0.3257,0.5062,0.6514,0.0,0,"Music, comedy, and a whole lot of chaos is bound to ensue when The Muppets once again take the stage of the original Muppet Theatre with their very special guest, Sabrina Carpenter!",Unknown,0,0,0,264502468.0346032,1,45.824380000000005,0.0,385.99
1408208,Exit 8,0,33100990.0,95,50.9001,6.3,167,2025-08-28,Horror,560764,25491,4870,0.560764,0.0454576256678388,18692.133333333335,8,0.39309,0.3782874968937282,11.801526717557252,10.0,0.74475,1.6691,4.6206,1.0,1.9413,1.9413,1.9413,2.0,0.37745,0.6342,0.7549,33100990.0,0,"A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back immediately. If you don’t, carry on. Then leave from Exit 8. But even a single oversight will send him back to the beginning. Will he ever reach his goal and escape this infinite corridor?",Unknown,1,1,0,146676588.80815342,71,46.535669999999996,0.0,1052.1
1246049,Dracula,52000000,33593404.0,130,44.1051,7.148,823,2025-07-30,Horror,1498944,74815,6250,1.498944,0.0499118045770889,49964.8,7,0.371188,0.4132119037540927,29.12213740458015,10.0,2.2626199999999996,4.9702,13.3735,1.0,2.6697,2.6697,2.6697,1.0,1.1925,1.1925,1.1925,33593404.0,52000000,"In late 15th-century Eastern Europe, Prince Vlad II’s bride is brutally murdered. As a result, he renounces God and damns Heaven itself. Cursed with eternal life, Vlad is reborn as Dracula, an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death.",Flop,0,0,2,146676588.80815342,49,103.85897,0.848175,5882.804
1590097,Afterlight,0,0.0,65,48.6117,5.227,11,2025-11-27,Science Fiction,432748,19596,1457,0.432748,0.0452827049460656,14424.933333333332,11,-0.0525333333333333,0.4925377413626967,13.049618320610689,6.0,0.9048333333333333,2.5916,4.2262,2.0,1.0788,1.332,2.1576,0.0,0.0,0.0,0.0,0.0,0,"In a future shaped by war, AI, and fractured timelines, five interconnected sci-fi stories explore humanity’s fight for connection, survival, and meaning across time and space.",Unknown,0,0,0,356661892.0384687,1,38.51799,0.0,57.497
1370814,The Plague,1000000,685153.0,98,48.5381,7.1,36,2025-12-24,Drama,1746030,67131,15326,1.74603,0.0384477929932475,58201.0,12,-0.065996,0.4393508518303812,26.66412213740458,10.0,0.82401,1.8607,4.6568000000000005,1.0,3.506,3.506,3.506,1.0,0.0389,0.0389,0.0389,685153.0,1000000,"A socially awkward tween endures the ruthless hierarchy at a water polo camp, his anxiety spiraling into psychological turmoil over the summer.",Flop,0,0,0,225615554.30780756,1,99.18872999999999,48.5381,255.6
157336,Interstellar,165000000,746606706.0,169,47.9132,8.467,38837,2014-11-05,Adventure,2032705,82372,13053,2.032705,0.0405233420491414,67756.83333333333,11,0.308422,0.4239096203683237,34.82442748091603,10.0,4.666149999999999,11.0871,24.583,1.0,6.48,6.48,6.48,1.0,2.627,2.627,2.627,746606706.0,165000000,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Hit,1,0,3,714705083.7169812,33,155.91001,0.2903830303030303,328832.879
1297842,GOAT,90000000,0.0,100,46.7177,7.286,7,2026-02-11,Animation,2005313,83695,17048,2.005313,0.0417366266513008,66843.76666666666,2,0.153238,0.4434064753745502,32.43511450381679,10.0,2.99211,6.169,14.2874,1.0,1.9735,1.9735,1.9735,2.0,0.56705,1.0743,1.1341,0.0,90000000,"Will, a small goat with big dreams, gets a once-in-a-lifetime shot to join the pros and play roarball – a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world. Will's new teammates aren't thrilled about having a little goat on their roster, but Will is determined to revolutionize the sport and prove once and for all that 'smalls can ball'!",Flop,0,0,2,531942170.04615384,64,117.77044000000001,0.5190855555555556,51.001999999999995
1054867,One Battle After Another,175000000,206311045.0,162,46.6208,7.422,2774,2025-09-23,Thriller,2019972,84300,9961,2.019972,0.041733251748044,67332.4,9,0.364012,0.43238889696708,3.1068702290076335,10.0,4.06154,13.1531,23.557,1.0,3.1391,3.1391,3.1391,1.0,1.7276,1.7276,1.7276,206311045.0,175000000,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",Average,0,0,3,127961072.773475,47,121.25996,0.2664045714285714,20588.628
